"sampleIndex","capturedAtUtc","elapsedSeconds","processCount","treeWorkingSetBytes","treePrivateBytes","pid","parentPid","name","startTimeUtcTicks","processCpuSeconds","processWorkingSetBytes","processPrivateBytes"
"3","2026-09-03T07:47:44.0373180Z","3,9023138","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"3","2026-09-03T07:47:44.0373180Z","3,9023138","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
"3","2026-09-03T07:47:44.0373180Z","3,9023138","7","412819456","335396864","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20525056","8962048"
"4","2026-09-03T07:47:45.2800011Z","5,1659835","7","412819456","335396864","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11923456","3833856"
"4","2026-09-03T07:47:45.2800011Z","5,1659835","7","412819456","335396864","7972","17972","narro.exe","639240180863270912","3,0625","34156544","63430656"
"4","2026-09-03T07:47:45.2800011Z","5,1659835","7","412819456","335396864","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","77733888","35373056"
"4","2026-09-03T07:47:45.2800011Z","5,1659835","7","412819456","335396864","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117870592","93224960"
"4","2026-09-03T07:47:45.2800011Z","5,1659835","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"4","2026-09-03T07:47:45.2800011Z","5,1659835","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
"4","2026-09-03T07:47:45.2800011Z","5,1659835","7","412819456","335396864","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20525056","8962048"
"5","2026-09-03T07:47:46.5331032Z","6,4154028","7","412819456","335396864","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11923456","3833856"
"5","2026-09-03T07:47:46.5331032Z","6,4154028","7","412819456","335396864","7972","17972","narro.exe","639240180863270912","3,0625","34156544","63430656"
"5","2026-09-03T07:47:46.5331032Z","6,4154028","7","412819456","335396864","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","77733888","35373056"
"5","2026-09-03T07:47:46.5331032Z","6,4154028","7","412819456","335396864","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117870592","93224960"
"5","2026-09-03T07:47:46.5331032Z","6,4154028","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"5","2026-09-03T07:47:46.5331032Z","6,4154028","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
"5","2026-09-03T07:47:46.5331032Z","6,4154028","7","412819456","335396864","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20525056","8962048"
"6","2026-09-03T07:47:47.7861149Z","7,6706858","7","412819456","335396864","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11923456","3833856"
"6","2026-09-03T07:47:47.7861149Z","7,6706858","7","412819456","335396864","7972","17972","narro.exe","639240180863270912","3,0625","34156544","63430656"
"6","2026-09-03T07:47:47.7861149Z","7,6706858","7","412819456","335396864","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","77733888","35373056"
"6","2026-09-03T07:47:47.7861149Z","7,6706858","7","412819456","335396864","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117870592","93224960"
"6","2026-09-03T07:47:47.7861149Z","7,6706858","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"6","2026-09-03T07:47:47.7861149Z","7,6706858","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
"6","2026-09-03T07:47:47.7861149Z","7,6706858","7","412819456","335396864","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20525056","8962048"
"7","2026-09-03T07:47:49.0360613Z","8,9189018","7","412819456","335396864","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11923456","3833856"
"7","2026-09-03T07:47:49.0360613Z","8,9189018","7","412819456","335396864","7972","17972","narro.exe","639240180863270912","3,0625","34156544","63430656"
"7","2026-09-03T07:47:49.0360613Z","8,9189018","7","412819456","335396864","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","77733888","35373056"
"7","2026-09-03T07:47:49.0360613Z","8,9189018","7","412819456","335396864","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117870592","93224960"
"7","2026-09-03T07:47:49.0360613Z","8,9189018","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"7","2026-09-03T07:47:49.0360613Z","8,9189018","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
"7","2026-09-03T07:47:49.0360613Z","8,9189018","7","412819456","335396864","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20525056","8962048"
"8","2026-09-03T07:47:50.2924303Z","10,1721366","7","412819456","335396864","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11923456","3833856"
"8","2026-09-03T07:47:50.2924303Z","10,1721366","7","412819456","335396864","7972","17972","narro.exe","639240180863270912","3,0625","34156544","63430656"
"8","2026-09-03T07:47:50.2924303Z","10,1721366","7","412819456","335396864","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","77733888","35373056"
"8","2026-09-03T07:47:50.2924303Z","10,1721366","7","412819456","335396864","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117870592","93224960"
"8","2026-09-03T07:47:50.2924303Z","10,1721366","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"8","2026-09-03T07:47:50.2924303Z","10,1721366","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
"8","2026-09-03T07:47:50.2924303Z","10,1721366","7","412819456","335396864","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20525056","8962048"
"9","2026-09-03T07:47:51.5385608Z","11,4220203","7","412819456","335396864","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11923456","3833856"
"9","2026-09-03T07:47:51.5385608Z","11,4220203","7","412819456","335396864","7972","17972","narro.exe","639240180863270912","3,0625","34156544","63430656"
"9","2026-09-03T07:47:51.5385608Z","11,4220203","7","412819456","335396864","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","77733888","35373056"
"9","2026-09-03T07:47:51.5385608Z","11,4220203","7","412819456","335396864","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117870592","93224960"
"9","2026-09-03T07:47:51.5385608Z","11,4220203","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"9","2026-09-03T07:47:51.5385608Z","11,4220203","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
"9","2026-09-03T07:47:51.5385608Z","11,4220203","7","412819456","335396864","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20525056","8962048"
"10","2026-09-03T07:47:52.7848618Z","12,6706841","7","412819456","335396864","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11923456","3833856"
"10","2026-09-03T07:47:52.7848618Z","12,6706841","7","412819456","335396864","7972","17972","narro.exe","639240180863270912","3,0625","34156544","63430656"
"10","2026-09-03T07:47:52.7848618Z","12,6706841","7","412819456","335396864","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","77733888","35373056"
"10","2026-09-03T07:47:52.7848618Z","12,6706841","7","412819456","335396864","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117870592","93224960"
"10","2026-09-03T07:47:52.7848618Z","12,6706841","7","412819456","335396864","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37191680","13361152"
"10","2026-09-03T07:47:52.7848618Z","12,6706841","7","412819456","335396864","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113418240","117211136"
