"sampleIndex","capturedAtUtc","elapsedSeconds","processCount","treeWorkingSetBytes","treePrivateBytes","pid","parentPid","name","startTimeUtcTicks","processCpuSeconds","processWorkingSetBytes","processPrivateBytes"
"10","2026-09-03T07:45:42.6640902Z","12,8143572","7","412708864","334704640","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"10","2026-09-03T07:45:42.6640902Z","12,8143572","7","412708864","334704640","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"11","2026-09-03T07:45:43.9214349Z","14,0903746","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"11","2026-09-03T07:45:43.9214349Z","14,0903746","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"11","2026-09-03T07:45:43.9214349Z","14,0903746","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"11","2026-09-03T07:45:43.9214349Z","14,0903746","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"11","2026-09-03T07:45:43.9214349Z","14,0903746","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"11","2026-09-03T07:45:43.9214349Z","14,0903746","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"11","2026-09-03T07:45:43.9214349Z","14,0903746","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"12","2026-09-03T07:45:45.1716874Z","15,3489117","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"12","2026-09-03T07:45:45.1716874Z","15,3489117","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"12","2026-09-03T07:45:45.1716874Z","15,3489117","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"12","2026-09-03T07:45:45.1716874Z","15,3489117","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"12","2026-09-03T07:45:45.1716874Z","15,3489117","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"12","2026-09-03T07:45:45.1716874Z","15,3489117","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"12","2026-09-03T07:45:45.1716874Z","15,3489117","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"13","2026-09-03T07:45:46.4191714Z","16,5993739","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"13","2026-09-03T07:45:46.4191714Z","16,5993739","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"13","2026-09-03T07:45:46.4191714Z","16,5993739","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"13","2026-09-03T07:45:46.4191714Z","16,5993739","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"13","2026-09-03T07:45:46.4191714Z","16,5993739","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"13","2026-09-03T07:45:46.4191714Z","16,5993739","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"13","2026-09-03T07:45:46.4191714Z","16,5993739","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"14","2026-09-03T07:45:47.6830182Z","17,8567861","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"14","2026-09-03T07:45:47.6830182Z","17,8567861","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"14","2026-09-03T07:45:47.6830182Z","17,8567861","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"14","2026-09-03T07:45:47.6830182Z","17,8567861","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"14","2026-09-03T07:45:47.6830182Z","17,8567861","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"14","2026-09-03T07:45:47.6830182Z","17,8567861","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"14","2026-09-03T07:45:47.6830182Z","17,8567861","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"15","2026-09-03T07:45:48.9308786Z","19,1047625","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"15","2026-09-03T07:45:48.9308786Z","19,1047625","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"15","2026-09-03T07:45:48.9308786Z","19,1047625","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"15","2026-09-03T07:45:48.9308786Z","19,1047625","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"15","2026-09-03T07:45:48.9308786Z","19,1047625","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"15","2026-09-03T07:45:48.9308786Z","19,1047625","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"15","2026-09-03T07:45:48.9308786Z","19,1047625","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"16","2026-09-03T07:45:50.1746502Z","20,3545182","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"16","2026-09-03T07:45:50.1746502Z","20,3545182","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"16","2026-09-03T07:45:50.1746502Z","20,3545182","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"16","2026-09-03T07:45:50.1746502Z","20,3545182","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"16","2026-09-03T07:45:50.1746502Z","20,3545182","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"16","2026-09-03T07:45:50.1746502Z","20,3545182","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"16","2026-09-03T07:45:50.1746502Z","20,3545182","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"17","2026-09-03T07:45:51.4275742Z","21,5988391","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"17","2026-09-03T07:45:51.4275742Z","21,5988391","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"17","2026-09-03T07:45:51.4275742Z","21,5988391","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"17","2026-09-03T07:45:51.4275742Z","21,5988391","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"17","2026-09-03T07:45:51.4275742Z","21,5988391","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"17","2026-09-03T07:45:51.4275742Z","21,5988391","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"17","2026-09-03T07:45:51.4275742Z","21,5988391","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"18","2026-09-03T07:45:52.6702515Z","22,8463211","7","412700672","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"18","2026-09-03T07:45:52.6702515Z","22,8463211","7","412700672","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"18","2026-09-03T07:45:52.6702515Z","22,8463211","7","412700672","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"18","2026-09-03T07:45:52.6702515Z","22,8463211","7","412700672","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117620736","93138944"
"18","2026-09-03T07:45:52.6702515Z","22,8463211","7","412700672","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"18","2026-09-03T07:45:52.6702515Z","22,8463211","7","412700672","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"18","2026-09-03T07:45:52.6702515Z","22,8463211","7","412700672","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"19","2026-09-03T07:45:53.9098366Z","24,0877734","7","412717056","334696448","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11907072","3837952"
"19","2026-09-03T07:45:53.9098366Z","24,0877734","7","412717056","334696448","7972","17972","narro.exe","639240180863270912","3,0625","34009088","63279104"
"19","2026-09-03T07:45:53.9098366Z","24,0877734","7","412717056","334696448","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"19","2026-09-03T07:45:53.9098366Z","24,0877734","7","412717056","334696448","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117637120","93138944"
"19","2026-09-03T07:45:53.9098366Z","24,0877734","7","412717056","334696448","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"19","2026-09-03T07:45:53.9098366Z","24,0877734","7","412717056","334696448","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"19","2026-09-03T07:45:53.9098366Z","24,0877734","7","412717056","334696448","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"20","2026-09-03T07:45:55.1635419Z","25,3354693","7","412692480","334635008","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11894784","3801088"
"20","2026-09-03T07:45:55.1635419Z","25,3354693","7","412692480","334635008","7972","17972","narro.exe","639240180863270912","3,0625","33996800","63254528"
"20","2026-09-03T07:45:55.1635419Z","25,3354693","7","412692480","334635008","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"20","2026-09-03T07:45:55.1635419Z","25,3354693","7","412692480","334635008","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117637120","93138944"
"20","2026-09-03T07:45:55.1635419Z","25,3354693","7","412692480","334635008","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"20","2026-09-03T07:45:55.1635419Z","25,3354693","7","412692480","334635008","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"20","2026-09-03T07:45:55.1635419Z","25,3354693","7","412692480","334635008","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"21","2026-09-03T07:45:56.4127791Z","26,581642","7","412692480","334635008","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11894784","3801088"
"21","2026-09-03T07:45:56.4127791Z","26,581642","7","412692480","334635008","7972","17972","narro.exe","639240180863270912","3,0625","33996800","63254528"
"21","2026-09-03T07:45:56.4127791Z","26,581642","7","412692480","334635008","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"21","2026-09-03T07:45:56.4127791Z","26,581642","7","412692480","334635008","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117637120","93138944"
"21","2026-09-03T07:45:56.4127791Z","26,581642","7","412692480","334635008","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"21","2026-09-03T07:45:56.4127791Z","26,581642","7","412692480","334635008","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"21","2026-09-03T07:45:56.4127791Z","26,581642","7","412692480","334635008","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"22","2026-09-03T07:45:57.6593550Z","27,8401013","7","412692480","334635008","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11894784","3801088"
"22","2026-09-03T07:45:57.6593550Z","27,8401013","7","412692480","334635008","7972","17972","narro.exe","639240180863270912","3,0625","33996800","63254528"
"22","2026-09-03T07:45:57.6593550Z","27,8401013","7","412692480","334635008","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"22","2026-09-03T07:45:57.6593550Z","27,8401013","7","412692480","334635008","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117637120","93138944"
"22","2026-09-03T07:45:57.6593550Z","27,8401013","7","412692480","334635008","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"22","2026-09-03T07:45:57.6593550Z","27,8401013","7","412692480","334635008","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"22","2026-09-03T07:45:57.6593550Z","27,8401013","7","412692480","334635008","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"23","2026-09-03T07:45:58.8977742Z","29,0776971","7","412692480","334635008","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11894784","3801088"
"23","2026-09-03T07:45:58.8977742Z","29,0776971","7","412692480","334635008","7972","17972","narro.exe","639240180863270912","3,0625","33996800","63254528"
"23","2026-09-03T07:45:58.8977742Z","29,0776971","7","412692480","334635008","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"23","2026-09-03T07:45:58.8977742Z","29,0776971","7","412692480","334635008","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117637120","93138944"
"23","2026-09-03T07:45:58.8977742Z","29,0776971","7","412692480","334635008","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"23","2026-09-03T07:45:58.8977742Z","29,0776971","7","412692480","334635008","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"23","2026-09-03T07:45:58.8977742Z","29,0776971","7","412692480","334635008","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"24","2026-09-03T07:46:00.1472962Z","30,3226075","7","412692480","334635008","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11894784","3801088"
"24","2026-09-03T07:46:00.1472962Z","30,3226075","7","412692480","334635008","7972","17972","narro.exe","639240180863270912","3,0625","33996800","63254528"
"24","2026-09-03T07:46:00.1472962Z","30,3226075","7","412692480","334635008","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"24","2026-09-03T07:46:00.1472962Z","30,3226075","7","412692480","334635008","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117637120","93138944"
"24","2026-09-03T07:46:00.1472962Z","30,3226075","7","412692480","334635008","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"24","2026-09-03T07:46:00.1472962Z","30,3226075","7","412692480","334635008","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"24","2026-09-03T07:46:00.1472962Z","30,3226075","7","412692480","334635008","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"25","2026-09-03T07:46:01.3990578Z","31,5733018","7","412692480","334635008","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11894784","3801088"
"25","2026-09-03T07:46:01.3990578Z","31,5733018","7","412692480","334635008","7972","17972","narro.exe","639240180863270912","3,0625","33996800","63254528"
"25","2026-09-03T07:46:01.3990578Z","31,5733018","7","412692480","334635008","18612","19080","msedgewebview2.exe","639240180870815075","9,65625","78163968","35024896"
"25","2026-09-03T07:46:01.3990578Z","31,5733018","7","412692480","334635008","19080","7972","msedgewebview2.exe","639240180864534440","4,640625","117637120","93138944"
"25","2026-09-03T07:46:01.3990578Z","31,5733018","7","412692480","334635008","19332","19080","msedgewebview2.exe","639240180866980426","0,328125","37109760","13295616"
"25","2026-09-03T07:46:01.3990578Z","31,5733018","7","412692480","334635008","29708","19080","msedgewebview2.exe","639240180866977728","15,5","113401856","117207040"
"25","2026-09-03T07:46:01.3990578Z","31,5733018","7","412692480","334635008","30828","19080","msedgewebview2.exe","639240180867349830","0,140625","20488192","8912896"
"26","2026-09-03T07:46:02.6470322Z","32,820138","7","412692480","334635008","32","19080","msedgewebview2.exe","639240180865273593","0,03125","11894784","3801088"
"26","2026-09-03T07:46:02.6470322Z","32,820138","7","412692480","334635008","7972","17972","narro.exe","639240180863270912","3,0625","33996800","63254528"
